tps,suara,confidence_score
TPS_550_3,051,0.9999457001686096
TPS_551_1,010,0.9999634623527527
TPS_551_2,144,0.9999940991401672
TPS_551_3,030,0.9992521405220032
TPS_552_1,020,0.9999332427978516
TPS_552_2,123,0.9999382495880127
TPS_552_3,041,0.9999947547912598
TPS_553_1,018,0.9999714493751526
TPS_553_2,188,0.9998682141304016
TPS_553_3,021,0.9999895095825195
TPS_554_1,036,0.9998303055763245
TPS_554_2,211,0.9999237060546875
TPS_554_3,022,0.9999988675117493
TPS_555_1,021,0.9999911189079285
TPS_555_2,200,0.9997207522392273
TPS_555_3,020,0.999945342540741
TPS_556_1,010,0.9998909831047058
TPS_556_2,159,0.9999856948852539
TPS_556_3,049,0.999992311000824
TPS_557_1,024,0.9999902844429016
TPS_557_2,162,0.9999802708625793
TPS_557_3,027,0.9999858736991882
TPS_558_1,227,0.9948495030403137
TPS_558_2,021,0.9999930262565613
TPS_558_3,001,0.9999933242797852
TPS_559_1,078,0.9999699592590332
TPS_559_2,157,0.9999858736991882
TPS_559_3,014,0.9999377131462097
TPS_560_1,069,0.9999603629112244
TPS_560_2,079,0.9999918341636658
TPS_560_3,017,0.9999268651008606
TPS_561_1,074,0.9999828934669495
TPS_561_2,147,0.9999628067016602
TPS_561_3,013,0.9999966621398926
TPS_562_1,093,0.9999511241912842
TPS_562_2,071,0.9994983077049255
TPS_562_3,058,0.999987781047821
TPS_563_1,013,0.9999974370002747
TPS_563_2,206,0.9968679547309875
TPS_563_3,041,0.9999899864196777
TPS_564_1,032,0.9999626278877258
TPS_564_2,160,0.999967098236084
TPS_564_3,053,0.9999752640724182
TPS_565_1,033,0.9999849200248718
TPS_565_2,147,0.9999876618385315
TPS_565_3,058,0.9999847412109375
TPS_566_1,027,0.9999940991401672
TPS_566_2,103,0.9999950528144836
TPS_566_3,031,0.9989171028137207
TPS_567_1,031,0.9984754920005798
TPS_567_2,042,0.9999944567680359
TPS_567_3,097,0.9999982714653015
TPS_568_1,061,0.9999291300773621
TPS_568_2,075,0.9999921917915344
TPS_568_3,079,0.9999845623970032
TPS_569_1,016,0.9999478459358215
TPS_569_2,081,0.9999340176582336
TPS_569_3,054,0.9999567866325378
TPS_570_1,052,0.9999873042106628
TPS_570_2,139,0.9998477101325989
TPS_570_3,027,0.9999863505363464
TPS_571_1,043,0.9999956488609314
TPS_571_2,096,0.9999907612800598
TPS_571_3,034,0.9999879002571106
TPS_572_1,046,0.9999837279319763
TPS_572_2,084,0.9999663233757019
TPS_572_3,023,0.999978244304657
TPS_573_1,032,0.9997716546058655
TPS_573_2,140,0.9997319579124451
TPS_573_3,034,0.9999508857727051
TPS_574_1,065,0.9998982548713684
TPS_574_2,068,0.9999826550483704
TPS_574_3,024,0.9999840259552002
TPS_575_1,063,0.9999865889549255
TPS_575_2,065,0.9999101758003235
TPS_575_3,003,0.9999976754188538
TPS_576_1,068,0.9999527931213379
TPS_576_2,140,0.999951183795929
TPS_576_3,035,0.9999475479125977
TPS_577_1,086,0.9999634623527527
TPS_577_2,146,0.9999834895133972
TPS_577_3,007,0.9999697804450989
TPS_578_1,026,0.9999879002571106
TPS_578_2,176,0.9995539784431458
TPS_578_3,030,0.9943656921386719
TPS_579_1,081,0.999983012676239
TPS_579_2,137,0.9999790191650391
TPS_579_3,019,0.9999968409538269
TPS_580_1,044,0.9999974370002747
TPS_580_2,064,0.9999234080314636
TPS_580_3,010,0.999979555606842
TPS_581_1,049,0.9999949336051941
TPS_581_2,146,0.9999729990959167
TPS_581_3,002,0.9999975562095642
TPS_582_1,034,0.9999721050262451
TPS_582_2,137,0.9999874234199524
TPS_582_3,004,0.999970018863678
TPS_583_1,035,0.999495804309845
TPS_583_2,147,0.9999687075614929
TPS_583_3,031,0.9998399615287781
TPS_584_1,086,0.9998092651367188
TPS_584_2,120,0.9999297261238098
TPS_584_3,017,0.9999613761901855
TPS_585_1,078,0.9999721050262451
TPS_585_2,133,0.9999920725822449
TPS_585_3,022,0.9999927878379822
TPS_586_1,103,0.9999968409538269
TPS_586_2,120,0.9996649622917175
TPS_586_3,032,0.9993647933006287
TPS_587_1,064,0.9999418258666992
TPS_587_2,166,0.9999384880065918
TPS_587_3,021,0.9999892115592957
TPS_588_1,082,0.9999486804008484
TPS_588_2,101,0.999992311000824
TPS_588_3,054,0.9999566078186035
TPS_589_1,059,0.9999845623970032
TPS_589_2,151,0.9998006820678711
TPS_589_3,011,0.9999917149543762
TPS_590_1,081,0.9999408721923828
TPS_590_2,131,0.9999310374259949
TPS_590_3,025,0.9999886155128479
TPS_591_1,088,0.9999632835388184
TPS_591_2,124,0.9999775886535645
TPS_591_3,013,0.9999980330467224
TPS_592_1,051,0.9998390674591064
TPS_592_2,171,0.9991618990898132
TPS_592_3,009,0.9999974370002747
TPS_593_1,077,0.9999915957450867
TPS_593_2,157,0.9999902248382568
TPS_593_3,023,0.9999954104423523
TPS_594_1,105,0.9999797940254211
TPS_594_2,116,0.9999628067016602
TPS_594_3,009,0.9999869465827942
TPS_595_1,075,0.9999920725822449
TPS_595_2,104,0.9999592900276184
TPS_595_3,038,0.9998189806938171
TPS_596_1,148,0.9999855160713196
TPS_596_2,097,0.9999604225158691
TPS_596_3,019,0.9999772906303406
TPS_597_1,091,0.9999306797981262
TPS_597_2,096,0.9997898936271667
TPS_597_3,018,0.999993622303009
TPS_598_1,030,0.9979364275932312
TPS_598_2,169,0.9998088479042053
TPS_598_3,033,0.9998162388801575
TPS_599_1,068,0.9999729990959167
TPS_599_2,100,0.999992311000824
TPS_599_3,034,0.9999839663505554
TPS_600_1,088,0.9999318718910217
TPS_600_2,069,0.9992921352386475
TPS_600_3,030,0.9978423714637756
TPS_601_1,052,0.9998804926872253
TPS_601_2,141,0.9999892115592957
TPS_601_3,032,0.999896228313446
TPS_602_1,008,0.9999948143959045
TPS_602_2,085,0.9999091625213623
TPS_602_3,115,0.9999710917472839
TPS_603_1,100,0.9999949932098389
TPS_603_2,090,0.999992847442627
TPS_603_3,022,0.9999980926513672
TPS_604_1,099,0.9999945759773254
TPS_604_2,072,0.9999626278877258
TPS_604_3,022,0.9999930262565613
TPS_605_1,064,0.9999187588691711
TPS_605_2,176,0.9995388984680176
TPS_605_3,011,0.9999906420707703
TPS_606_1,098,0.9999809265136719
TPS_606_2,109,0.9999947547912598
TPS_606_3,019,0.999995231628418
TPS_607_1,072,0.9999975562095642
TPS_607_2,112,0.9999961256980896
TPS_607_3,024,0.9999255537986755
TPS_608_1,052,0.9999884963035583
TPS_608_2,136,0.9995506405830383
TPS_608_3,026,0.9999818801879883
TPS_609_1,083,0.9999890327453613
TPS_609_2,139,0.9995651245117188
TPS_609_3,023,0.9999682307243347
TPS_610_1,110,0.9999406933784485
TPS_610_2,103,0.9999958872795105
TPS_610_3,020,0.9999797940254211
TPS_611_1,095,0.999986469745636
TPS_611_2,089,0.9999876022338867
TPS_611_3,058,0.9999883770942688
TPS_612_1,064,0.999969482421875
TPS_612_2,106,0.9999681115150452
TPS_612_3,024,0.9999768137931824
TPS_613_1,110,0.999973475933075
TPS_613_2,088,0.9996021389961243
TPS_613_3,031,0.9999656677246094
TPS_614_1,059,0.9999863505363464
TPS_614_2,138,0.999970018863678
TPS_614_3,027,0.8969941735267639
TPS_615_1,124,0.9999259114265442
TPS_615_2,083,0.999974250793457
TPS_615_3,022,0.9999949336051941
TPS_616_1,064,0.9999100565910339
TPS_616_2,069,0.9999547600746155
TPS_616_3,064,0.9999184608459473
TPS_617_1,000,0.9999887347221375
TPS_617_2,107,0.9999940991401672
TPS_617_3,100,0.9999906420707703
TPS_618_1,029,0.9998361468315125
TPS_618_2,100,0.999995231628418
TPS_618_3,030,0.9997736811637878
TPS_619_1,001,0.9999904632568359
TPS_619_2,039,0.999984085559845
TPS_619_3,196,0.9968812465667725
TPS_620_1,002,0.9999993443489075
TPS_620_2,127,0.9999895095825195
TPS_620_3,113,0.9999794960021973
TPS_621_1,003,0.9999945163726807
TPS_621_2,117,0.9996556639671326
TPS_621_3,064,0.999908983707428
TPS_622_1,008,0.9999940395355225
TPS_622_2,130,0.8144328594207764
TPS_622_3,053,0.99983149766922
TPS_623_1,050,0.999981701374054
TPS_623_2,077,0.9999526143074036
TPS_623_3,000,0.9999883770942688
TPS_624_1,042,0.9999986290931702
TPS_624_2,078,0.9999020099639893
TPS_624_3,003,0.9999945163726807
TPS_625_1,028,0.9999834895133972
TPS_625_2,105,0.9999868273735046
TPS_625_3,011,0.9999983310699463
TPS_626_1,055,0.9999896883964539
TPS_626_2,095,0.9999558329582214
TPS_626_3,006,0.9999563097953796
TPS_627_1,037,0.9999897480010986
TPS_627_2,103,0.999992311000824
TPS_627_3,013,0.9999980926513672
TPS_628_1,003,0.9999974370002747
TPS_628_2,068,0.999983012676239
TPS_628_3,102,0.9999938011169434
TPS_629_1,003,0.9999973773956299
TPS_629_2,100,0.9999151229858398
TPS_629_3,071,0.9996981620788574
TPS_630_1,016,0.9999811053276062
TPS_630_2,078,0.9999628663063049
TPS_630_3,089,0.9999644160270691
TPS_631_1,032,0.9998664855957031
TPS_631_2,120,0.9999563097953796
TPS_631_3,008,0.9999957084655762
TPS_632_1,056,0.9999902844429016
TPS_632_2,128,0.9998118281364441
TPS_632_3,022,0.999997615814209
TPS_633_1,050,0.9999639391899109
TPS_633_2,101,0.9999914765357971
TPS_633_3,020,0.9999215602874756
TPS_634_1,012,0.9999980926513672
TPS_634_2,167,0.9999648928642273
TPS_634_3,065,0.9995062947273254
TPS_635_1,079,0.9999708533287048
TPS_635_2,072,0.9993212223052979
TPS_635_3,029,0.9999850392341614
TPS_636_1,021,0.9999907612800598
TPS_636_2,090,0.9999923706054688
TPS_636_3,024,0.9999566078186035
TPS_637_1,023,0.9999947547912598
TPS_637_2,154,0.9999930262565613
TPS_637_3,027,0.999991238117218
TPS_638_1,085,0.9999838471412659
TPS_638_2,120,0.9967357516288757
TPS_638_3,005,0.9999876618385315
TPS_639_1,061,0.9999092221260071
TPS_639_2,048,0.9999901652336121
TPS_639_3,005,0.9999901652336121
TPS_640_1,049,0.9999954104423523
TPS_640_2,076,0.9999076724052429
TPS_640_3,055,0.9999532699584961
TPS_641_1,047,0.9996493458747864
TPS_641_2,085,0.9999520182609558
TPS_641_3,038,0.9999338984489441
TPS_642_1,059,0.9999902248382568
TPS_642_2,132,0.9996834397315979
TPS_642_3,016,0.9999859929084778
TPS_643_1,112,0.9999904036521912
TPS_643_2,083,0.9999904632568359
TPS_643_3,016,0.9999473094940186
TPS_644_1,066,0.9999598860740662
TPS_644_2,113,0.999990701675415
TPS_644_3,005,0.9999880194664001
TPS_645_1,079,0.9999592304229736
TPS_645_2,133,0.9998511672019958
TPS_645_3,015,0.9998948574066162
TPS_646_1,011,0.9999945163726807
TPS_646_2,114,0.9999842643737793
TPS_646_3,045,0.9999713897705078
TPS_647_1,112,0.9999940991401672
TPS_647_2,046,0.9999909996986389
TPS_647_3,005,0.9999855160713196
TPS_648_1,075,0.9999911189079285
TPS_648_2,060,0.9999232888221741
TPS_648_3,006,0.9999763369560242
TPS_649_1,146,0.9999716877937317
TPS_649_2,062,0.9999904632568359
TPS_649_3,005,0.9999866485595703
TPS_650_1,023,0.9999666213989258
TPS_650_2,109,0.9998121857643127
TPS_650_3,003,0.9820354580879211
TPS_651_1,003,0.9999957084655762
TPS_651_2,152,0.999960720539093
TPS_651_3,001,0.9999893307685852
TPS_652_1,011,0.9999971389770508
TPS_652_2,159,0.999987781047821
TPS_652_3,017,0.999965488910675
TPS_653_1,031,0.9994327425956726
TPS_653_2,078,0.9998218417167664
TPS_653_3,004,0.9999814629554749
TPS_654_1,106,0.9999387860298157
TPS_654_2,083,0.9999462962150574
TPS_654_3,008,0.9998943209648132
TPS_655_1,078,0.9999916553497314
TPS_655_2,120,0.9999035000801086
TPS_655_3,024,0.9999843239784241
TPS_656_1,040,0.9999651908874512
TPS_656_2,133,0.9999344944953918
TPS_656_3,009,0.999997615814209
TPS_657_1,011,0.9999977946281433
TPS_657_2,191,0.9996656775474548
TPS_657_3,030,0.9989917874336243
TPS_658_1,039,0.9999411702156067
TPS_658_2,132,0.9997045993804932
TPS_658_3,006,0.9999625086784363
TPS_659_1,042,0.9999986290931702
TPS_659_2,175,0.9999725222587585
TPS_659_3,012,0.9999995231628418
TPS_660_1,037,0.9999950528144836
TPS_660_2,135,0.999891459941864
TPS_660_3,037,0.9999940991401672
TPS_661_1,072,0.9999969601631165
TPS_661_2,087,0.9999456405639648
TPS_661_3,019,0.9999950528144836
TPS_662_1,036,0.9999053478240967
TPS_662_2,080,0.9999851584434509
TPS_662_3,005,0.9999879002571106
TPS_663_1,011,0.9999982714653015
TPS_663_2,213,0.9998469352722168
TPS_663_3,008,0.9999963641166687
TPS_664_1,002,0.999993085861206
TPS_664_2,165,0.9998213648796082
TPS_664_3,029,0.9999901652336121
TPS_665_1,000,0.9999749064445496
TPS_665_2,127,0.99997478723526
TPS_665_3,076,0.9997773766517639
TPS_666_1,012,0.9999978542327881
TPS_666_2,168,0.9999372363090515
TPS_666_3,027,0.9999807476997375
TPS_667_1,013,0.999997615814209
TPS_667_2,216,0.9981985688209534
TPS_667_3,011,0.999992311000824
TPS_668_1,018,0.9999917149543762
TPS_668_2,152,0.9999844431877136
TPS_668_3,012,0.9999944567680359
TPS_669_1,062,0.9998804926872253
TPS_669_2,163,0.9998850226402283
TPS_669_3,009,0.9999980926513672
TPS_670_1,088,0.9999675750732422
TPS_670_2,112,0.9998906254768372
TPS_670_3,005,0.9999906420707703
TPS_671_1,050,0.9999800324440002
TPS_671_2,175,0.9997758865356445
TPS_671_3,005,0.9999858736991882
TPS_672_1,151,0.9998976588249207
TPS_672_2,081,0.9999616146087646
TPS_672_3,006,0.9999828338623047
TPS_673_1,040,0.9998927116394043
TPS_673_2,084,0.9999863505363464
TPS_673_3,002,0.9999938011169434
TPS_674_1,083,0.999989926815033
TPS_674_2,082,0.9999070763587952
TPS_674_3,001,0.999965488910675
TPS_675_1,046,0.9999909400939941
TPS_675_2,152,0.9999739527702332
TPS_675_3,002,0.9999993443489075
TPS_676_1,106,0.9999454021453857
TPS_676_2,139,0.9998922944068909
TPS_676_3,003,0.9999763369560242
TPS_677_1,107,0.9999914169311523
TPS_677_2,111,0.9999871253967285
TPS_677_3,012,0.9999997019767761
TPS_678_1,088,0.9999542236328125
TPS_678_2,119,0.9999170303344727
TPS_678_3,004,0.999980628490448
TPS_679_1,064,0.9997687339782715
TPS_679_2,130,0.9943203330039978
TPS_679_3,008,0.9999956488609314
TPS_680_1,051,0.9997407793998718
TPS_680_2,142,0.9998417496681213
TPS_680_3,007,0.9998578429222107
TPS_681_1,074,0.9999933242797852
TPS_681_2,134,0.9998767971992493
TPS_681_3,005,0.9999906420707703
TPS_682_1,114,0.9999771118164062
TPS_682_2,089,0.9999622702598572
TPS_682_3,008,0.999797523021698
TPS_683_1,021,0.9999851584434509
TPS_683_2,105,0.9991817474365234
TPS_683_3,009,0.9999987483024597
TPS_684_1,091,0.9999765753746033
TPS_684_2,087,0.9996654391288757
TPS_684_3,015,0.9999961256980896
TPS_685_1,057,0.9999974370002747
TPS_685_2,118,0.9999494552612305
TPS_685_3,000,0.9995316863059998
TPS_686_1,070,0.9999672770500183
TPS_686_2,131,0.9997032284736633
TPS_686_3,005,0.9999904632568359
TPS_687_1,074,0.9999940395355225
TPS_687_2,129,0.9999839663505554
TPS_687_3,012,0.9999983310699463
TPS_688_1,000,0.9999735951423645
TPS_688_2,094,0.9999809265136719
TPS_688_3,038,0.9999812245368958
TPS_689_1,047,0.9999896883964539
TPS_689_2,114,0.9999880790710449
TPS_689_3,027,0.9999960064888
TPS_690_1,105,0.9999626278877258
TPS_690_2,081,0.9944586157798767
TPS_690_3,017,0.9999775290489197
TPS_691_1,074,0.999988317489624
TPS_691_2,097,0.9999809861183167
TPS_691_3,023,0.9999920725822449
TPS_692_1,064,0.9999396204948425
TPS_692_2,135,0.9999518394470215
TPS_692_3,007,0.9999683499336243
TPS_693_1,051,0.9997392296791077
TPS_693_2,179,0.999938428401947
TPS_693_3,007,0.9996415972709656
TPS_694_1,073,0.9973297119140625
TPS_694_2,179,0.9985945224761963
TPS_694_3,006,0.999978244304657
TPS_695_1,038,0.9999639391899109
TPS_695_2,118,0.9999740123748779
TPS_695_3,000,0.9999772906303406
TPS_696_1,001,0.9999915957450867
TPS_696_2,091,0.9999391436576843
TPS_696_3,006,0.99993896484375
TPS_697_1,064,0.9999276995658875
TPS_697_2,158,0.9999753832817078
TPS_697_3,009,0.9999971985816956
TPS_698_1,005,0.9293966293334961
TPS_698_2,144,0.9999646544456482
TPS_698_3,038,0.999579668045044
TPS_699_1,000,0.9999849200248718
TPS_699_2,165,0.9994120597839355
TPS_699_3,043,0.9999905228614807
TPS_700_1,006,0.9969906210899353
TPS_700_2,012,0.9942477345466614
TPS_700_3,002,0.9394025802612305
